tr_id,tau,xi,y_sys,y_phase
0,6.030000,0.717630,1.218608,1.218632
0,6.040000,0.729780,1.211371,1.211395
0,6.050000,0.741857,1.204013,1.204037
0,6.060000,0.753860,1.196534,1.196558
0,6.070000,0.765788,1.188936,1.188960
0,6.080000,0.777639,1.181219,1.181243
0,6.090000,0.789412,1.173384,1.173408
0,6.100000,0.801106,1.165431,1.165455
0,6.110000,0.812720,1.157362,1.157386
0,6.120000,0.824253,1.149177,1.149202
0,6.130000,0.835703,1.140877,1.140902
0,6.140000,0.847070,1.132463,1.132488
0,6.150000,0.858352,1.123936,1.123961
0,6.160000,0.869548,1.115296,1.115322
0,6.170000,0.880658,1.106545,1.106571
0,6.180000,0.891679,1.097683,1.097709
0,6.190000,0.902611,1.088712,1.088738
0,6.200000,0.913453,1.079632,1.079658
0,6.210000,0.924203,1.070443,1.070470
0,6.220000,0.934861,1.061148,1.061174
0,6.230000,0.945426,1.051746,1.051773
0,6.240000,0.955896,1.042240,1.042267
0,6.250000,0.966270,1.032629,1.032656
0,6.260000,0.976548,1.022914,1.022942
0,6.270000,0.986728,1.013098,1.013126
0,6.280000,0.996810,1.003180,1.003209
0,6.290000,1.006791,0.993162,0.993191
0,6.300000,1.016673,0.983045,0.983074
0,6.310000,1.026452,0.972829,0.972858
0,6.320000,1.036129,0.962516,0.962546
0,6.330000,1.045702,0.952107,0.952137
0,6.340000,1.055171,0.941602,0.941632
0,6.350000,1.064534,0.931004,0.931034
0,6.360000,1.073790,0.920312,0.920343
0,6.370000,1.082940,0.909528,0.909559
0,6.380000,1.091981,0.898654,0.898685
0,6.390000,1.100912,0.887689,0.887721
0,6.400000,1.109734,0.876636,0.876668
0,6.410000,1.118445,0.865495,0.865528
0,6.420000,1.127044,0.854267,0.854300
0,6.430000,1.135530,0.842954,0.842988
0,6.440000,1.143903,0.831557,0.831591
0,6.450000,1.152161,0.820077,0.820111
0,6.460000,1.160304,0.808514,0.808549
0,6.470000,1.168331,0.796871,0.796906
0,6.480000,1.176241,0.785148,0.785184
0,6.490000,1.184033,0.773346,0.773383
0,6.500000,1.191708,0.761468,0.761505
0,6.510000,1.199263,0.749513,0.749551
0,6.520000,1.206698,0.737483,0.737521
0,6.530000,1.214012,0.725379,0.725418
0,6.540000,1.221205,0.713203,0.713243
0,6.550000,1.228276,0.700955,0.700996
0,6.560000,1.235224,0.688638,0.688679
0,6.570000,1.242048,0.676251,0.676293
0,6.580000,1.248749,0.663797,0.663840
0,6.590000,1.255324,0.651277,0.651320
0,6.600000,1.261774,0.638691,0.638736
0,6.610000,1.268098,0.626042,0.626087
0,6.620000,1.274295,0.613330,0.613376
0,6.630000,1.280364,0.600556,0.600604
0,6.640000,1.286306,0.587723,0.587771
0,6.650000,1.292118,0.574831,0.574880
0,6.660000,1.297802,0.561881,0.561931
0,6.670000,1.303356,0.548875,0.548927
0,6.680000,1.308779,0.535814,0.535867
0,6.690000,1.314072,0.522700,0.522754
0,6.700000,1.319233,0.509533,0.509589
0,6.710000,1.324262,0.496316,0.496373
0,6.720000,1.329159,0.483048,0.483107
0,6.730000,1.333923,0.469733,0.469793
0,6.740000,1.338554,0.456370,0.456433
0,6.750000,1.343050,0.442962,0.443026
0,6.760000,1.347413,0.429510,0.429576
0,6.770000,1.351640,0.416014,0.416083
0,6.780000,1.355733,0.402477,0.402548
0,6.790000,1.359690,0.388900,0.388973
0,6.800000,1.363511,0.375284,0.375360
0,6.810000,1.367195,0.361630,0.361709
0,6.820000,1.370743,0.347941,0.348022
0,6.830000,1.374154,0.334216,0.334301
0,6.840000,1.377428,0.320458,0.320547
0,6.850000,1.380563,0.306668,0.306760
0,6.860000,1.383561,0.292847,0.292944
0,6.870000,1.386420,0.278997,0.279099
0,6.880000,1.389141,0.265119,0.265226
0,6.890000,1.391722,0.251215,0.251328
0,6.900000,1.394165,0.237285,0.237405
0,6.910000,1.396468,0.223332,0.223459
0,6.920000,1.398631,0.209356,0.209492
0,6.930000,1.400655,0.195360,0.195505
0,6.940000,1.402539,0.181344,0.181500
0,6.950000,1.404282,0.167310,0.167479
0,6.960000,1.405885,0.153259,0.153444
0,6.970000,1.407347,0.139192,0.139396
0,6.980000,1.408669,0.125112,0.125339
0,6.990000,1.409849,0.111019,0.111274
0,7.000000,1.410889,0.096916,0.097208
0,7.010000,1.411787,0.082802,0.083144
0,7.020000,1.412545,0.068680,0.069091
0,7.030000,1.413161,0.054552,0.055068
0,7.040000,1.413636,0.040418,0.041110
0,7.050000,1.413969,0.026279,0.027327
0,7.060000,1.414161,0.012139,0.014248
0,7.070000,1.414212,-0.002003,0.007717
0,7.080000,1.414121,-0.016145,0.017952
0,7.090000,1.413889,-0.030285,0.031326
0,7.100000,1.413516,-0.044422,0.045145
0,7.110000,1.413001,-0.058555,0.059107
0,7.120000,1.412345,-0.072682,0.073128
0,7.130000,1.411547,-0.086801,0.087176
0,7.140000,1.410609,-0.100912,0.101235
0,7.150000,1.409529,-0.115013,0.115296
0,7.160000,1.408308,-0.129103,0.129355
0,7.170000,1.406947,-0.143179,0.143406
0,7.180000,1.405445,-0.157241,0.157448
0,7.190000,1.403802,-0.171287,0.171478
0,7.200000,1.402019,-0.185317,0.185492
0,7.210000,1.400096,-0.199327,0.199491
0,7.220000,1.398033,-0.213318,0.213471
0,7.230000,1.395830,-0.227287,0.227431
0,7.240000,1.393487,-0.241234,0.241369
0,7.250000,1.391005,-0.255157,0.255285
0,7.260000,1.388384,-0.269054,0.269175
0,7.270000,1.385624,-0.282924,0.283039
0,7.280000,1.382726,-0.296766,0.296876
0,7.290000,1.379689,-0.310578,0.310683
0,7.300000,1.376514,-0.324359,0.324460
0,7.310000,1.373202,-0.338108,0.338204
0,7.320000,1.369752,-0.351823,0.351915
0,7.330000,1.366165,-0.365502,0.365592
0,7.340000,1.362442,-0.379146,0.379232
0,7.350000,1.358583,-0.392751,0.392834
0,7.360000,1.354587,-0.406317,0.406397
0,7.370000,1.350456,-0.419842,0.419920
0,7.380000,1.346191,-0.433325,0.433401
0,7.390000,1.341790,-0.446765,0.446838
0,7.400000,1.337255,-0.460161,0.460232
0,7.410000,1.332587,-0.473510,0.473579
0,7.420000,1.327785,-0.486812,0.486879
0,7.430000,1.322851,-0.500065,0.500131
0,7.440000,1.317784,-0.513269,0.513332
0,7.450000,1.312586,-0.526421,0.526483
0,7.460000,1.307256,-0.539520,0.539580
0,7.470000,1.301796,-0.552565,0.552624
0,7.480000,1.296205,-0.565555,0.565613
0,7.490000,1.290485,-0.578489,0.578545
0,7.500000,1.284635,-0.591365,0.591420
0,7.510000,1.278658,-0.604181,0.604235
0,7.520000,1.272552,-0.616937,0.616990
0,7.530000,1.266319,-0.629632,0.629684
0,7.540000,1.259959,-0.642263,0.642314
0,7.550000,1.253474,-0.654831,0.654880
0,7.560000,1.246863,-0.667332,0.667381
0,7.570000,1.240127,-0.679767,0.679815
0,7.580000,1.233268,-0.692135,0.692182
0,7.590000,1.226285,-0.704432,0.704479
0,7.600000,1.219180,-0.716660,0.716705
0,7.610000,1.211952,-0.728816,0.728860
0,7.620000,1.204603,-0.740898,0.740942
0,7.630000,1.197134,-0.752907,0.752951
0,7.640000,1.189546,-0.764841,0.764883
0,7.650000,1.181838,-0.776698,0.776740
0,7.660000,1.174012,-0.788477,0.788518
0,7.670000,1.166069,-0.800178,0.800218
0,7.680000,1.158009,-0.811798,0.811838
0,7.690000,1.149833,-0.823337,0.823377
0,7.700000,1.141542,-0.834794,0.834833
0,7.710000,1.133137,-0.846168,0.846206
0,7.720000,1.124619,-0.857457,0.857495
0,7.730000,1.115988,-0.868660,0.868697
0,7.740000,1.107246,-0.879776,0.879813
0,7.750000,1.098393,-0.890804,0.890841
0,7.760000,1.089430,-0.901744,0.901780
0,7.770000,1.080359,-0.912593,0.912628
0,7.780000,1.071179,-0.923350,0.923386
0,7.790000,1.061892,-0.934016,0.934051
0,7.800000,1.052499,-0.944588,0.944622
0,7.810000,1.043000,-0.955066,0.955100
0,7.820000,1.033398,-0.965448,0.965481
0,7.830000,1.023692,-0.975733,0.975767
0,7.840000,1.013883,-0.985921,0.985954
0,7.850000,1.003974,-0.996010,0.996043
0,7.860000,0.993964,-1.006000,1.006033
0,7.870000,0.983854,-1.015889,1.015922
0,7.880000,0.973646,-1.025677,1.025709
0,7.890000,0.963341,-1.035362,1.035393
0,7.900000,0.952939,-1.044943,1.044975
0,7.910000,0.942442,-1.054420,1.054451
0,7.920000,0.931851,-1.063792,1.063823
0,7.930000,0.921167,-1.073057,1.073088
0,7.940000,0.910390,-1.082215,1.082245
0,7.950000,0.899523,-1.091265,1.091295
0,7.960000,0.888565,-1.100205,1.100235
0,7.970000,0.877519,-1.109036,1.109065
0,7.980000,0.866385,-1.117755,1.117784
0,7.990000,0.855164,-1.126363,1.126392
0,8.000000,0.843858,-1.134858,1.134887
0,8.010000,0.832468,-1.143240,1.143269
0,8.020000,0.820994,-1.151507,1.151536
0,8.030000,0.809438,-1.159660,1.159688
0,8.040000,0.797801,-1.167696,1.167724
0,8.050000,0.786084,-1.175615,1.175643
0,8.060000,0.774289,-1.183417,1.183445
0,8.070000,0.762416,-1.191101,1.191128
0,8.080000,0.750467,-1.198665,1.198693
0,8.090000,0.738443,-1.206110,1.206137
0,8.100000,0.726346,-1.213434,1.213461
0,8.110000,0.714175,-1.220637,1.220663
0,8.120000,0.701933,-1.227717,1.227744
0,8.130000,0.689621,-1.234675,1.234701
0,8.140000,0.677240,-1.241509,1.241536
0,8.150000,0.664791,-1.248220,1.248246
0,8.160000,0.652276,-1.254805,1.254831
0,8.170000,0.639696,-1.261265,1.261291
0,8.180000,0.627051,-1.267599,1.267624
0,8.190000,0.614344,-1.273806,1.273831
0,8.200000,0.601576,-1.279885,1.279911
0,8.210000,0.588747,-1.285837,1.285862
0,8.220000,0.575859,-1.291660,1.291685
0,8.230000,0.562914,-1.297354,1.297379
0,8.240000,0.549913,-1.302918,1.302943
0,8.250000,0.536856,-1.308352,1.308377
0,8.260000,0.523746,-1.313655,1.313680
0,8.270000,0.510584,-1.318827,1.318852
0,8.280000,0.497370,-1.323867,1.323891
0,8.290000,0.484107,-1.328774,1.328799
0,8.300000,0.470795,-1.333549,1.333573
0,8.310000,0.457436,-1.338190,1.338214
0,8.320000,0.444032,-1.342697,1.342722
0,8.330000,0.430583,-1.347070,1.347095
0,8.340000,0.417091,-1.351309,1.351333
0,8.350000,0.403557,-1.355412,1.355436
0,8.360000,0.389983,-1.359380,1.359404
0,8.370000,0.376370,-1.363212,1.363235
0,8.380000,0.362719,-1.366907,1.366931
0,8.390000,0.349032,-1.370466,1.370490
0,8.400000,0.335310,-1.373888,1.373911
0,8.410000,0.321555,-1.377172,1.377196
0,8.420000,0.307767,-1.380319,1.380342
0,8.430000,0.293949,-1.383327,1.383351
0,8.440000,0.280101,-1.386197,1.386221
0,8.450000,0.266225,-1.388929,1.388953
0,8.460000,0.252323,-1.391522,1.391545
0,8.470000,0.238395,-1.393975,1.393999
0,8.480000,0.224444,-1.396290,1.396313
0,8.490000,0.210470,-1.398464,1.398488
0,8.500000,0.196475,-1.400499,1.400522
0,8.510000,0.182461,-1.402394,1.402417
0,8.520000,0.168428,-1.404148,1.404171
0,8.530000,0.154378,-1.405762,1.405785
0,8.540000,0.140313,-1.407236,1.407259
0,8.550000,0.126234,-1.408568,1.408592
0,8.560000,0.112142,-1.409760,1.409783
0,8.570000,0.098039,-1.410811,1.410834
0,8.580000,0.083926,-1.411721,1.411744
0,8.590000,0.069805,-1.412490,1.412513
0,8.600000,0.055677,-1.413117,1.413140
0,8.610000,0.041543,-1.413603,1.413626
0,8.620000,0.027405,-1.413948,1.413971
0,8.630000,0.013265,-1.414151,1.414174
0,8.640000,-0.000877,-1.414213,1.414236
0,8.650000,-0.015019,-1.414134,1.414157
0,8.660000,-0.029159,-1.413913,1.413936
0,8.670000,-0.043297,-1.413551,1.413574
0,8.680000,-0.057430,-1.413047,1.413070
0,8.690000,-0.071557,-1.412402,1.412425
0,8.700000,-0.085677,-1.411616,1.411639
0,8.710000,-0.099789,-1.410689,1.410712
0,8.720000,-0.113891,-1.409620,1.409643
0,8.730000,-0.127981,-1.408411,1.408434
0,8.740000,-0.142058,-1.407061,1.407084
0,8.750000,-0.156122,-1.405570,1.405593
0,8.760000,-0.170169,-1.403938,1.403961
0,8.770000,-0.184200,-1.402166,1.402190
0,8.780000,-0.198212,-1.400254,1.400278
0,8.790000,-0.212205,-1.398202,1.398225
0,8.800000,-0.226176,-1.396010,1.396034
0,8.810000,-0.240124,-1.393679,1.393702
0,8.820000,-0.254049,-1.391208,1.391231
0,8.830000,-0.267948,-1.388598,1.388621
0,8.840000,-0.281820,-1.385849,1.385872
0,8.850000,-0.295665,-1.382961,1.382985
0,8.860000,-0.309479,-1.379936,1.379959
0,8.870000,-0.323263,-1.376772,1.376796
0,8.880000,-0.337014,-1.373471,1.373494
0,8.890000,-0.350732,-1.370032,1.370056
0,8.900000,-0.364414,-1.366456,1.366480
0,8.910000,-0.378060,-1.362744,1.362768
0,8.920000,-0.391669,-1.358895,1.358919
0,8.930000,-0.405238,-1.354910,1.354934
0,8.940000,-0.418767,-1.350790,1.350815
0,8.950000,-0.432253,-1.346535,1.346559
0,8.960000,-0.445697,-1.342145,1.342170
0,8.970000,-0.459096,-1.337621,1.337646
0,8.980000,-0.472449,-1.332964,1.332988
0,8.990000,-0.485755,-1.328173,1.328197
0,9.000000,-0.499012,-1.323249,1.323273
0,9.010000,-0.512219,-1.318193,1.318217
0,9.020000,-0.525375,-1.313005,1.313029
0,9.030000,-0.538479,-1.307685,1.307710
0,9.040000,-0.551528,-1.302235,1.302260
0,9.050000,-0.564523,-1.296655,1.296680
0,9.060000,-0.577461,-1.290945,1.290970
0,9.070000,-0.590341,-1.285106,1.285131
0,9.080000,-0.603163,-1.279138,1.279164
0,9.090000,-0.615924,-1.273043,1.273068
0,9.100000,-0.628623,-1.266820,1.266846
0,9.110000,-0.641260,-1.260470,1.260496
0,9.120000,-0.653832,-1.253995,1.254021
0,9.130000,-0.666339,-1.247394,1.247420
0,9.140000,-0.678780,-1.240668,1.240695
0,9.150000,-0.691152,-1.233819,1.233845
0,9.160000,-0.703456,-1.226846,1.226872
0,9.170000,-0.715689,-1.219750,1.219777
0,9.180000,-0.727850,-1.212532,1.212559
0,9.190000,-0.739939,-1.205193,1.205220
0,9.200000,-0.751954,-1.197734,1.197761
0,9.210000,-0.763893,-1.190154,1.190182
0,9.220000,-0.775756,-1.182456,1.182484
0,9.230000,-0.787542,-1.174639,1.174667
0,9.240000,-0.799249,-1.166705,1.166733
0,9.250000,-0.810876,-1.158655,1.158683
0,9.260000,-0.822421,-1.150488,1.150516
0,9.270000,-0.833885,-1.142207,1.142235
0,9.280000,-0.845265,-1.133811,1.133839
0,9.290000,-0.856561,-1.125301,1.125330
0,9.300000,-0.867771,-1.116680,1.116709
0,9.310000,-0.878894,-1.107946,1.107976
0,9.320000,-0.889929,-1.099102,1.099132
0,9.330000,-0.900876,-1.090148,1.090178
0,9.340000,-0.911732,-1.081085,1.081115
0,9.350000,-0.922497,-1.071914,1.071944
0,9.360000,-0.933170,-1.062635,1.062666
0,9.370000,-0.943749,-1.053251,1.053282
0,9.380000,-0.954235,-1.043761,1.043792
0,9.390000,-0.964624,-1.034166,1.034198
0,9.400000,-0.974918,-1.024468,1.024500
0,9.410000,-0.985113,-1.014668,1.014700
0,9.420000,-0.995211,-1.004767,1.004799
0,9.430000,-1.005208,-0.994764,0.994797
0,9.440000,-1.015106,-0.984663,0.984696
0,9.450000,-1.024901,-0.974463,0.974496
0,9.460000,-1.034595,-0.964165,0.964199
0,9.470000,-1.044184,-0.953771,0.953805
0,9.480000,-1.053670,-0.943282,0.943316
0,9.490000,-1.063050,-0.932698,0.932733
0,9.500000,-1.072323,-0.922021,0.922056
0,9.510000,-1.081490,-0.911252,0.911288
0,9.520000,-1.090548,-0.900392,0.900428
0,9.530000,-1.099497,-0.889441,0.889478
0,9.540000,-1.108337,-0.878402,0.878439
0,9.550000,-1.117065,-0.867275,0.867313
0,9.560000,-1.125682,-0.856061,0.856099
0,9.570000,-1.134186,-0.844762,0.844800
0,9.580000,-1.142577,-0.833378,0.833417
0,9.590000,-1.150853,-0.821911,0.821950
0,9.600000,-1.159015,-0.810361,0.810401
0,9.610000,-1.167060,-0.798731,0.798771
0,9.620000,-1.174989,-0.787020,0.787062
0,9.630000,-1.182800,-0.775231,0.775273
0,9.640000,-1.190493,-0.763365,0.763407
0,9.650000,-1.198067,-0.751422,0.751465
0,9.660000,-1.205522,-0.739404,0.739448
0,9.670000,-1.212855,-0.727312,0.727357
0,9.680000,-1.220068,-0.715147,0.715193
0,9.690000,-1.227158,-0.702911,0.702957
0,9.700000,-1.234126,-0.690604,0.690651
0,9.710000,-1.240970,-0.678229,0.678277
0,9.720000,-1.247690,-0.665785,0.665834
0,9.730000,-1.254285,-0.653275,0.653325
0,9.740000,-1.260755,-0.640700,0.640751
0,9.750000,-1.267099,-0.628061,0.628113
0,9.760000,-1.273316,-0.615358,0.615411
0,9.770000,-1.279406,-0.602595,0.602649
0,9.780000,-1.285368,-0.589771,0.589826
0,9.790000,-1.291201,-0.576888,0.576944
0,9.800000,-1.296905,-0.563947,0.564005
0,9.810000,-1.302480,-0.550950,0.551009
0,9.820000,-1.307924,-0.537898,0.537959
0,9.830000,-1.313238,-0.524792,0.524854
0,9.840000,-1.318420,-0.511634,0.511697
0,9.850000,-1.323470,-0.498424,0.498490
0,9.860000,-1.328388,-0.485165,0.485232
0,9.870000,-1.333173,-0.471857,0.471926
0,9.880000,-1.337825,-0.458502,0.458573
0,9.890000,-1.342343,-0.445101,0.445174
0,9.900000,-1.346727,-0.431655,0.431731
0,9.910000,-1.350976,-0.418167,0.418245
0,9.920000,-1.355090,-0.404636,0.404717
0,9.930000,-1.359069,-0.391065,0.391149
0,9.940000,-1.362911,-0.377455,0.377542
0,9.950000,-1.366618,-0.363808,0.363897
0,9.960000,-1.370187,-0.350123,0.350217
0,9.970000,-1.373620,-0.336404,0.336501
0,9.980000,-1.376915,-0.322651,0.322753
0,9.990000,-1.380073,-0.308866,0.308972
0,10.000000,-1.383093,-0.295050,0.295161
0,10.010000,-1.385974,-0.281205,0.281321
0,10.020000,-1.388717,-0.267331,0.267453
0,10.030000,-1.391320,-0.253431,0.253560
0,10.040000,-1.393785,-0.239505,0.239642
0,10.050000,-1.396111,-0.225556,0.225700
0,10.060000,-1.398296,-0.211584,0.211738
0,10.070000,-1.400342,-0.197590,0.197755
0,10.080000,-1.402248,-0.183577,0.183755
0,10.090000,-1.404014,-0.169546,0.169738
0,10.100000,-1.405639,-0.155498,0.155707
0,10.110000,-1.407123,-0.141434,0.141664
0,10.120000,-1.408467,-0.127356,0.127611
0,10.130000,-1.409671,-0.113265,0.113552
0,10.140000,-1.410733,-0.099163,0.099491
0,10.150000,-1.411654,-0.085051,0.085433
0,10.160000,-1.412434,-0.070930,0.071388
0,10.170000,-1.413072,-0.056802,0.057372
0,10.180000,-1.413570,-0.042669,0.043423
0,10.190000,-1.413926,-0.028531,0.029644
0,10.200000,-1.414140,-0.014391,0.016473
0,10.210000,-1.414214,-0.000249,0.008006
0,10.220000,-1.414145,0.013893,0.016095
0,10.230000,-1.413936,0.028033,0.029240
0,10.240000,-1.413585,0.042171,0.042991
0,10.250000,-1.413092,0.056305,0.056924
0,10.260000,-1.412459,0.070432,0.070929
0,10.270000,-1.411684,0.084553,0.084968
0,10.280000,-1.410768,0.098666,0.099021
0,10.290000,-1.409710,0.112768,0.113080
0,10.300000,-1.408512,0.126859,0.127136
0,10.310000,-1.407173,0.140938,0.141187
0,10.320000,-1.405694,0.155002,0.155229
0,10.330000,-1.404073,0.169051,0.169259
0,10.340000,-1.402313,0.183083,0.183275
0,10.350000,-1.400412,0.197097,0.197276
0,10.360000,-1.398371,0.211091,0.211258
0,10.370000,-1.396190,0.225064,0.225220
0,10.380000,-1.393869,0.239014,0.239162
0,10.390000,-1.391410,0.252941,0.253080
0,10.400000,-1.388811,0.266842,0.266974
0,10.410000,-1.386073,0.280717,0.280842
0,10.420000,-1.383196,0.294563,0.294683
0,10.430000,-1.380182,0.308380,0.308494
0,10.440000,-1.377029,0.322166,0.322276
0,10.450000,-1.373739,0.335920,0.336025
0,10.460000,-1.370311,0.349641,0.349741
0,10.470000,-1.366746,0.363326,0.363423
0,10.480000,-1.363044,0.376975,0.377069
0,10.490000,-1.359206,0.390587,0.390677
0,10.500000,-1.355233,0.404159,0.404246
0,10.510000,-1.351123,0.417691,0.417775
0,10.520000,-1.346879,0.431181,0.431262
0,10.530000,-1.342500,0.444628,0.444707
0,10.540000,-1.337987,0.458030,0.458107
0,10.550000,-1.333339,0.471387,0.471462
0,10.560000,-1.328559,0.484697,0.484769
0,10.570000,-1.323646,0.497958,0.498029
0,10.580000,-1.318600,0.511169,0.511238
0,10.590000,-1.313422,0.524329,0.524397
0,10.600000,-1.308114,0.537437,0.537503
0,10.610000,-1.302674,0.550491,0.550555
0,10.620000,-1.297104,0.563490,0.563553
0,10.630000,-1.291404,0.576433,0.576494
0,10.640000,-1.285576,0.589318,0.589378
0,10.650000,-1.279618,0.602144,0.602202
0,10.660000,-1.273533,0.614910,0.614967
0,10.670000,-1.267320,0.627614,0.627670
0,10.680000,-1.260981,0.640256,0.640311
0,10.690000,-1.254515,0.652833,0.652887
0,10.700000,-1.247924,0.665346,0.665399
0,10.710000,-1.241209,0.677792,0.677843
0,10.720000,-1.234369,0.690169,0.690220
0,10.730000,-1.227405,0.702478,0.702529
0,10.740000,-1.220319,0.714717,0.714766
0,10.750000,-1.213111,0.726884,0.726933
0,10.760000,-1.205782,0.738979,0.739027
0,10.770000,-1.198332,0.751000,0.751047
0,10.780000,-1.190762,0.762945,0.762991
0,10.790000,-1.183073,0.774815,0.774860
0,10.800000,-1.175266,0.786606,0.786651
0,10.810000,-1.167341,0.798319,0.798364
0,10.820000,-1.159300,0.809953,0.809996
0,10.830000,-1.151143,0.821505,0.821548
0,10.840000,-1.142870,0.832975,0.833017
0,10.850000,-1.134483,0.844362,0.844404
0,10.860000,-1.125983,0.855665,0.855706
0,10.870000,-1.117370,0.866881,0.866922
0,10.880000,-1.108646,0.878012,0.878052
0,10.890000,-1.099810,0.889054,0.889094
0,10.900000,-1.090865,0.900007,0.900047
0,10.910000,-1.081811,0.910871,0.910910
0,10.920000,-1.072648,0.921643,0.921681
0,10.930000,-1.063378,0.932323,0.932361
0,10.940000,-1.054002,0.942910,0.942948
0,10.950000,-1.044520,0.953403,0.953440
0,10.960000,-1.034934,0.963801,0.963837
0,10.970000,-1.025244,0.974101,0.974138
0,10.980000,-1.015452,0.984305,0.984341
0,10.990000,-1.005559,0.994410,0.994446
0,11.000000,-0.995565,1.004416,1.004451
0,11.010000,-0.985471,1.014321,1.014356
0,11.020000,-0.975278,1.024125,1.024159
0,11.030000,-0.964989,1.033826,1.033860
0,11.040000,-0.954602,1.043424,1.043458
0,11.050000,-0.944120,1.052918,1.052952
0,11.060000,-0.933544,1.062307,1.062340
0,11.070000,-0.922875,1.071589,1.071622
0,11.080000,-0.912113,1.080764,1.080796
0,11.090000,-0.901260,1.089831,1.089863
0,11.100000,-0.890317,1.098789,1.098821
0,11.110000,-0.879284,1.107637,1.107668
0,11.120000,-0.868164,1.116374,1.116406
0,11.130000,-0.856957,1.125000,1.125031
0,11.140000,-0.845665,1.133513,1.133544
0,11.150000,-0.834287,1.141913,1.141944
0,11.160000,-0.822827,1.150198,1.150229
0,11.170000,-0.811284,1.158369,1.158399
0,11.180000,-0.799660,1.166424,1.166454
0,11.190000,-0.787956,1.174362,1.174392
0,11.200000,-0.776173,1.182183,1.182212
0,11.210000,-0.764312,1.189885,1.189915
0,11.220000,-0.752376,1.197469,1.197498
0,11.230000,-0.740363,1.204932,1.204962
0,11.240000,-0.728277,1.212276,1.212305
0,11.250000,-0.716118,1.219498,1.219527
0,11.260000,-0.703888,1.226598,1.226626
0,11.270000,-0.691587,1.233575,1.233604
0,11.280000,-0.679217,1.240429,1.240458
0,11.290000,-0.666779,1.247159,1.247188
0,11.300000,-0.654274,1.253765,1.253793
0,11.310000,-0.641704,1.260245,1.260272
0,11.320000,-0.629069,1.266598,1.266626
0,11.330000,-0.616372,1.272826,1.272853
0,11.340000,-0.603613,1.278926,1.278953
0,11.350000,-0.590794,1.284898,1.284925
0,11.360000,-0.577916,1.290741,1.290769
0,11.370000,-0.564980,1.296456,1.296483
0,11.380000,-0.551987,1.302041,1.302068
0,11.390000,-0.538939,1.307495,1.307522
0,11.400000,-0.525838,1.312819,1.312846
0,11.410000,-0.512683,1.318012,1.318039
0,11.420000,-0.499478,1.323073,1.323099
0,11.430000,-0.486222,1.328001,1.328028
0,11.440000,-0.472918,1.332797,1.332824
0,11.450000,-0.459567,1.337460,1.337486
0,11.460000,-0.446170,1.341988,1.342015
0,11.470000,-0.432728,1.346383,1.346409
0,11.480000,-0.419242,1.350643,1.350669
0,11.490000,-0.405715,1.354768,1.354794
0,11.500000,-0.392147,1.358757,1.358783
0,11.510000,-0.378540,1.362610,1.362636
0,11.520000,-0.364896,1.366328,1.366353
0,11.530000,-0.351214,1.369908,1.369934
0,11.540000,-0.337498,1.373352,1.373377
0,11.550000,-0.323748,1.376658,1.376684
0,11.560000,-0.309965,1.379827,1.379852
0,11.570000,-0.296152,1.382857,1.382883
0,11.580000,-0.282309,1.385750,1.385775
0,11.590000,-0.268437,1.388503,1.388529
0,11.600000,-0.254539,1.391118,1.391144
0,11.610000,-0.240615,1.393594,1.393619
0,11.620000,-0.226668,1.395930,1.395956
0,11.630000,-0.212697,1.398127,1.398152
0,11.640000,-0.198705,1.400184,1.400209
0,11.650000,-0.184694,1.402101,1.402126
0,11.660000,-0.170664,1.403878,1.403903
0,11.670000,-0.156617,1.405515,1.405540
0,11.680000,-0.142554,1.407010,1.407035
0,11.690000,-0.128477,1.408366,1.408391
0,11.700000,-0.114387,1.409580,1.409605
0,11.710000,-0.100286,1.410653,1.410678
0,11.720000,-0.086175,1.411586,1.411611
0,11.730000,-0.072055,1.412377,1.412402
0,11.740000,-0.057928,1.413027,1.413052
0,11.750000,-0.043795,1.413535,1.413560
0,11.760000,-0.029657,1.413903,1.413927
0,11.770000,-0.015517,1.414128,1.414153
0,11.780000,-0.001375,1.414213,1.414238
0,11.790000,0.012767,1.414156,1.414181
0,11.800000,0.026907,1.413958,1.413982
0,11.810000,0.041045,1.413618,1.413643
0,11.820000,0.055179,1.413137,1.413162
0,11.830000,0.069308,1.412514,1.412539
0,11.840000,0.083429,1.411751,1.411775
0,11.850000,0.097542,1.410846,1.410871
0,11.860000,0.111646,1.409800,1.409825
0,11.870000,0.125738,1.408613,1.408638
0,11.880000,0.139817,1.407285,1.407310
0,11.890000,0.153883,1.405817,1.405842
0,11.900000,0.167933,1.404207,1.404232
0,11.910000,0.181967,1.402458,1.402483
0,11.920000,0.195982,1.400568,1.400593
0,11.930000,0.209978,1.398538,1.398563
0,11.940000,0.223952,1.396369,1.396394
0,11.950000,0.237904,1.394059,1.394085
0,11.960000,0.251833,1.391611,1.391636
0,11.970000,0.265736,1.389023,1.389048
0,11.980000,0.279613,1.386296,1.386321
0,11.990000,0.293462,1.383431,1.383456
0,12.000000,0.307281,1.380427,1.380452
0,12.010000,0.321070,1.377285,1.377311
0,12.020000,0.334826,1.374006,1.374031
0,12.030000,0.348549,1.370589,1.370614
0,12.040000,0.362238,1.367035,1.367060
0,12.050000,0.375890,1.363344,1.363370
0,12.060000,0.389504,1.359517,1.359543
0,12.070000,0.403079,1.355554,1.355580
0,12.080000,0.416615,1.351456,1.351482
